Data,Rt - ISS
2021-01-13,0.812844668164236
2021-01-14,0.799958173524811
2021-01-15,0.79986291280736
2021-01-16,0.804896698518283
2021-01-17,0.807264804187595
2021-01-18,0.821318947242001
2021-01-19,0.840137981380903
2021-01-20,0.875486057568528
2021-01-21,0.894052219172269
2021-01-22,0.914005980717399
2021-01-23,0.940363078716848
2021-01-24,0.961758553828736
2021-01-25,0.976068829727832
2021-01-26,0.979141487592261
2021-01-27,0.970451821063809
2021-01-28,0.977669086146811
2021-01-29,0.969657300449628
2021-01-30,0.960642113988208
2021-01-31,0.954575920928545
2021-02-01,0.980231282257001
2021-02-02,0.996474027213255
2021-02-03,1.00988167347653
2021-02-04,1.01768938104077
2021-02-05,1.03344790303438
2021-02-06,1.04926983356914
2021-02-07,1.05944044512133
2021-02-08,1.03890281232079
2021-02-09,1.03117789035364
2021-02-10,1.03789326701214
2021-02-11,1.02872399540012
2021-02-12,1.01903198605845
2021-02-13,1.00470104896756
2021-02-14,1.00438727374283
2021-02-15,1.01741190324132
2021-02-16,1.03654490140288
2021-02-17,1.05731614928859
2021-02-18,1.100192586134
2021-02-19,1.13741679842035
2021-02-20,1.18950555174287
2021-02-21,1.21825130813678
2021-02-22,1.25324726781332
2021-02-23,1.26903199295718
2021-02-24,1.2674664428543
2021-02-25,1.25184338227945
2021-02-26,1.24350717663914
2021-02-27,1.2148784089206
2021-02-28,1.19213021948818
2021-03-01,1.21405558167563
2021-03-02,1.20908389442844
2021-03-03,1.20353113753594
2021-03-04,1.19606678250902
2021-03-05,1.19292480314028
2021-03-06,1.18671841293828
2021-03-07,1.17708075547752
2021-03-08,1.14443238164572
2021-03-09,1.11668656897582
2021-03-10,1.10918352952047
2021-03-11,1.08679997103504
2021-03-12,1.0656669258004
2021-03-13,1.04992494823657
2021-03-14,1.04151040360056
2021-03-15,1.02965717650398
2021-03-16,1.02157589411917
2021-03-17,0.999076000325169
2021-03-18,0.994493294567687
2021-03-19,0.985927465165012
2021-03-20,0.98555188347834
2021-03-21,0.975927170692159
2021-03-22,0.965242546013297
2021-03-23,0.963875815366266
2021-03-24,0.9572404584078
2021-03-25,0.957253301043389
2021-03-26,0.950171937913778
2021-03-27,0.931379555296991
2021-03-28,0.922794925861353
2021-03-29,0.905414736883578
2021-03-30,0.891214342160961
2021-03-31,0.869931502795495
2021-04-01,0.860879344348477
2021-04-02,0.845769412059424
2021-04-03,0.829102361489697
2021-04-04,0.810314269637089
2021-04-05,0.774690568807098
2021-04-06,0.772672445115093
2021-04-07,0.785048708414345
2021-04-08,0.781802821836818
2021-04-09,0.779805788407626
2021-04-10,0.796610193081545
2021-04-11,0.809830175292181
2021-04-12,0.827331155735634
2021-04-13,0.810643608297244
2021-04-14,0.785344483329398
2021-04-15,0.748203075788329
2021-04-16,0.709221372149245
2021-04-17,0.649016686750047
2021-04-18,0.591589578972465
2021-04-19,0.498334784778415
2021-04-20,0.407104867232638
2021-04-21,0.313345264159498
